date,airTemperature,atmPressure,netRadiation,rainfall,relativeHumidity,soilTemperature
2017-07-08,NA,NA,NA,NA,NA,-999
2017-07-09,NA,NA,NA,NA,NA,-999
2017-07-10,NA,NA,NA,NA,NA,-999
2017-07-11,NA,NA,NA,NA,NA,-999
2017-07-12,NA,NA,NA,NA,NA,-999
2017-07-13,NA,NA,NA,NA,NA,-999
2017-07-14,NA,NA,NA,NA,NA,-999
2017-07-15,NA,NA,NA,NA,NA,-999
2017-07-16,NA,NA,NA,NA,NA,-999
2017-07-17,NA,NA,NA,NA,NA,-999
2017-07-18,NA,NA,NA,NA,NA,-999
2017-07-19,NA,NA,NA,NA,NA,-999
2017-07-20,NA,NA,NA,NA,NA,-999
2017-07-21,NA,NA,NA,NA,NA,-999
2017-07-22,NA,NA,NA,NA,NA,-999
2017-07-23,NA,NA,NA,NA,NA,-999
2017-07-24,NA,NA,NA,NA,NA,-999
2017-07-25,NA,NA,NA,NA,NA,-999
2017-07-26,NA,NA,NA,NA,NA,-999
2017-07-27,NA,NA,NA,NA,NA,-999
2017-07-28,NA,NA,NA,NA,NA,-999
2017-07-29,NA,NA,NA,NA,NA,-999
2017-07-30,NA,NA,NA,NA,NA,-999
2017-07-31,15.003,NA,135.555,0,79.953,-999
2017-08-01,14,NA,90.398,2,85.317,-999
2017-08-02,15.662,NA,110.19,2.2,87.189,-999
2017-08-03,14.868,NA,79.087,2.4,88.673,-999
2017-08-04,14.23,NA,68.008,0.2,87.102,-999
2017-08-05,12.973,NA,116.456,3.4,84.937,-999
2017-08-06,12.961,1005.667,9.428,4.4,93.983,-999
2017-08-07,13.379,1005.4,86.147,0.2,84.75,-999
2017-08-08,12.652,1004,94.985,4.6,87.055,-999
2017-08-09,13.86,1012.294,120.908,0,81.993,-999
2017-08-10,13.026,1015.667,74.626,0,85.422,-999
2017-08-11,15.442,1004.5,47.024,1,91.921,-999
2017-08-12,14.126,1008.667,88.332,0,81.12,-999
2017-08-13,12.778,1008.125,68.447,2,87.71,-999
2017-08-14,14.438,1000.083,15.622,13.4,95.129,-999
2017-08-15,13.755,1003.833,99.265,0,83.92,-999
2017-08-16,16.157,998.522,54.881,1.2,90.596,-999
2017-08-17,14.245,996.125,172.287,4.2,88.848,-999
2017-08-18,11.988,1000.083,26.396,5.2,92.162,-999
2017-08-19,12.855,1008.261,69.592,0.6,84.368,-999
2017-08-20,15.041,1007.87,22.569,5.4,96.367,-999
2017-08-21,18.374,1006.958,93.051,1.8,92.201,-999
2017-08-22,15.653,1002.292,10.239,0.4,96.646,-999
2017-08-23,14.28,1001.542,66.322,0,89.237,-999
2017-08-24,14.377,1004.125,40.857,0.2,87.427,-999
2017-08-25,15.085,1004.875,55.431,0,87.852,-999
2017-08-26,16.307,1005.818,79.252,0.8,89.59,-999
2017-08-27,17.687,1003.5,66.052,0,90.393,-999
2017-08-28,15.516,1004.929,22.542,5.6,93.571,-999
2017-08-29,11.67,1000.556,42.231,0.4,89.581,-999
2017-08-30,12.049,1004,54.793,1,86.76,-999
2017-08-31,12.153,1008.167,62.472,4.8,89.597,-999
2017-09-01,11.43,1013,83.825,0.2,87.463,-999
2017-09-02,11.758,1004.471,13.33,7.8,94.096,-999
2017-09-03,18.462,992.261,71.281,1.8,92.76,-999
2017-09-04,15.781,998,20.349,2.4,95.021,-999
2017-09-05,13.625,1002.261,86.616,4.2,85.446,-999
2017-09-06,13.586,1009.333,44.145,0,86.645,-999
2017-09-07,14.04,1001.208,34.087,4.4,94.021,-999
2017-09-08,12.979,990.958,76.953,3.4,91.797,-999
2017-09-09,12.778,993.583,62.717,1,90.802,-999
2017-09-10,12.131,985.625,59.09,8,91.175,-999
2017-09-11,12.291,988.542,64.334,6.6,90.386,-999
2017-09-12,11.265,989.958,26.108,1.8,92.312,-999
2017-09-13,9.956,991.375,49.798,3.4,88.225,-999
2017-09-14,11.249,1005.625,55.842,1,86.584,-999
2017-09-15,11.077,1009.792,43.402,1,89.033,-999
2017-09-16,9.82,1006.792,21.225,4.8,94.792,-999
2017-09-17,9.645,1007.542,54.426,0,91.444,-999
2017-09-18,10.011,1011.167,56.934,0,88.707,-999
2017-09-19,12.833,1008.375,22.065,0,92.729,-999
2017-09-20,12.91,1000.792,7.068,18.2,97.371,-999
2017-09-21,10.649,1002.958,59.063,0.2,87.62,-999
2017-09-22,13.228,1001.25,41.655,5.8,88.321,-999
2017-09-23,14.617,999.875,16.511,3.8,92.438,-999
2017-09-24,12.9,1005.042,33.946,2.2,92.921,-999
2017-09-25,11.303,1010.042,47.62,0.2,89.819,-999
2017-09-26,14.2,1006.833,24.159,0,90.633,-999
2017-09-27,13.301,999.25,-2.447,15.4,97.425,-999
2017-09-28,11.413,1000.458,-4.601,2.2,94.654,-999
2017-09-29,11.115,999.917,62.167,1.2,85.72,-999
2017-09-30,10.601,1000.375,25.831,0,91.096,-999
2017-10-01,13.88,995.292,30.436,1,89.429,-999
2017-10-02,11.257,1005.375,11.077,1.6,84.515,-999
2017-10-03,9.357,1015.708,25.366,0,85.003,-999
2017-10-04,12.064,1009.458,30.644,0.2,88.208,-999
2017-10-05,11.315,1013.375,36.836,3.4,87.849,-999
2017-10-06,9.165,1016.125,19.898,1,94.771,-999
2017-10-07,12.399,1009.708,22.498,0.4,94.554,-999
2017-10-08,10.927,1010.571,42.92,0.4,94.881,-999
2017-10-09,NA,NA,NA,NA,NA,-999
2017-10-10,NA,NA,NA,NA,NA,-999
2017-10-11,NA,NA,NA,NA,NA,-999
2017-10-12,NA,NA,NA,NA,NA,-999
2017-10-13,NA,NA,NA,NA,NA,-999
2017-10-14,NA,NA,NA,NA,NA,-999
2017-10-15,12.107,1000,-1.331,0.4,97.287,-999
2017-10-16,13.146,986.125,24.384,6.4,90.825,-999
2017-10-17,9.588,1004.75,6.518,0.4,86.724,-999
2017-10-18,7.816,997.722,-0.007,1,97.722,-999
2017-10-19,NA,NA,NA,NA,NA,-999
2017-10-20,NA,NA,NA,NA,NA,-999
2017-10-21,NA,NA,NA,NA,NA,-999
2017-10-22,NA,NA,NA,NA,NA,-999
2017-10-23,NA,NA,NA,NA,NA,-999
2017-10-24,NA,NA,NA,NA,NA,-999
2017-10-25,NA,NA,NA,NA,NA,-999
2017-10-26,NA,NA,NA,NA,NA,-999
2017-10-27,NA,NA,NA,NA,NA,-999
2017-10-28,NA,NA,NA,NA,NA,-999
2017-10-29,NA,NA,NA,NA,NA,-999
2017-10-30,NA,NA,NA,NA,NA,-999
2017-10-31,NA,NA,NA,NA,NA,-999
2017-11-01,NA,NA,NA,NA,NA,-999
2017-11-02,NA,NA,NA,NA,NA,-999
2017-11-03,NA,NA,NA,NA,NA,-999
2017-11-04,NA,NA,NA,NA,NA,-999
2017-11-05,NA,NA,NA,NA,NA,-999
2017-11-06,NA,NA,NA,NA,NA,-999
2017-11-07,NA,NA,NA,NA,NA,-999
2017-11-08,NA,NA,NA,NA,NA,-999
2017-11-09,NA,NA,NA,NA,NA,-999
2017-11-10,NA,NA,NA,NA,NA,-999
2017-11-11,NA,NA,NA,NA,NA,-999
2017-11-12,NA,NA,NA,NA,NA,-999
2017-11-13,NA,NA,NA,NA,NA,-999
2017-11-14,NA,NA,NA,NA,NA,-999
2017-11-15,NA,NA,NA,NA,NA,-999
2017-11-16,NA,NA,NA,NA,NA,-999
2017-11-17,NA,NA,NA,NA,NA,-999
2017-11-18,NA,NA,NA,NA,NA,-999
2017-11-19,NA,NA,NA,NA,NA,-999
2017-11-20,NA,NA,NA,NA,NA,-999
2017-11-21,NA,NA,NA,NA,NA,-999
2017-11-22,NA,NA,NA,NA,NA,-999
2017-11-23,NA,NA,NA,NA,NA,-999
2017-11-24,NA,NA,NA,NA,NA,-999
2017-11-25,NA,NA,NA,NA,NA,-999
2017-11-26,NA,NA,NA,NA,NA,-999
2017-11-27,NA,NA,NA,NA,NA,-999
2017-11-28,NA,NA,NA,NA,NA,-999
2017-11-29,NA,NA,NA,NA,NA,-999
2017-11-30,NA,NA,NA,NA,NA,-999
2017-12-01,NA,NA,NA,NA,NA,-999
2017-12-02,NA,NA,NA,NA,NA,-999
2017-12-03,NA,NA,NA,NA,NA,-999
2017-12-04,NA,NA,NA,NA,NA,-999
2017-12-05,NA,NA,NA,NA,NA,-999
2017-12-06,NA,NA,NA,NA,NA,-999
2017-12-07,NA,NA,NA,NA,NA,-999
2017-12-08,NA,NA,NA,NA,NA,-999
2017-12-09,NA,NA,NA,NA,NA,-999
2017-12-10,NA,NA,NA,NA,NA,-999
2017-12-11,NA,NA,NA,NA,NA,-999
2017-12-12,NA,NA,NA,NA,NA,-999
2017-12-13,NA,NA,NA,NA,NA,-999
2017-12-14,NA,NA,NA,NA,NA,-999
2017-12-15,NA,NA,NA,NA,NA,-999
2017-12-16,NA,NA,NA,NA,NA,-999
2017-12-17,NA,NA,NA,NA,NA,-999
2017-12-18,NA,NA,NA,NA,NA,-999
2017-12-19,NA,NA,NA,NA,NA,-999
2017-12-20,NA,NA,NA,NA,NA,-999
2017-12-21,NA,NA,NA,NA,NA,-999
2017-12-22,NA,NA,NA,NA,NA,-999
2017-12-23,NA,NA,NA,NA,NA,-999
2017-12-24,NA,NA,NA,NA,NA,-999
2017-12-25,NA,NA,NA,NA,NA,-999
2017-12-26,NA,NA,NA,NA,NA,-999
2017-12-27,NA,NA,NA,NA,NA,-999
2017-12-28,NA,NA,NA,NA,NA,-999
2017-12-29,NA,NA,NA,NA,NA,-999
2017-12-30,NA,NA,NA,NA,NA,-999
2017-12-31,NA,NA,NA,NA,NA,-999
2018-01-01,NA,NA,NA,NA,NA,-999
2018-01-02,NA,NA,NA,NA,NA,-999
2018-01-03,NA,NA,NA,NA,NA,-999
2018-01-04,NA,NA,NA,NA,NA,-999
2018-01-05,NA,NA,NA,NA,NA,-999
2018-01-06,NA,NA,NA,NA,NA,-999
2018-01-07,NA,NA,NA,NA,NA,-999
2018-01-08,NA,NA,NA,NA,NA,-999
2018-01-09,NA,NA,NA,NA,NA,-999
2018-01-10,6.222,NA,-2.74,17,96.764,-999
2018-01-11,3.831,NA,-8.139,0.4,97.925,-999
2018-01-12,7.788,NA,-17.753,16,93.592,-999
2018-01-13,7.921,NA,-20.938,11.2,94.304,-999
2018-01-14,6.14,NA,-12.555,3.4,96.475,-999
2018-01-15,7.662,NA,-16.209,12.2,92.963,-999
2018-01-16,2.747,NA,-29.922,7.2,90.896,-999
2018-01-17,5.131,NA,-24.129,8.8,88.978,-999
2018-01-18,3.784,NA,-26.981,7.4,93.371,-999
2018-01-19,2.17,NA,-23.428,10.2,95.475,-999
2018-01-20,6.936,NA,3.972,5,91.769,-999
2018-01-21,10.008,NA,-4.877,8,92.9,-999
2018-01-22,8.278,NA,-0.993,0.2,89.825,-999
2018-01-23,10.931,NA,0.882,NA,88.071,-999
2018-01-24,6.94,NA,-12.232,NA,85.833,-999
2018-01-25,5.06,NA,-34.111,NA,91.121,-999
2018-01-26,5.128,NA,-24.534,NA,94.992,-999
2018-01-27,10.372,NA,-5.456,NA,94.904,-999
2018-01-28,11.412,NA,8.646,NA,90.688,-999
2018-01-29,6.981,NA,-9.711,NA,90.63,-999
2018-01-30,4.773,NA,1.479,NA,91.438,-999
2018-01-31,4.352,NA,-18.628,NA,88.588,-999
2018-02-01,3.743,NA,-32.408,NA,87.457,-999
2018-02-02,3.611,NA,-15.13,NA,89.564,-999
2018-02-03,3.829,NA,-28.109,NA,90.064,-999
2018-02-04,2.571,NA,-17.397,NA,93.2,-999
2018-02-05,2.352,NA,3.085,NA,88.275,-999
2018-02-06,1.473,NA,-18.302,NA,88.748,-999
2018-02-07,2.423,NA,-1.189,NA,94.183,-999
2018-02-08,6.634,NA,-7.884,NA,91.669,-999
2018-02-09,1.954,NA,-19.95,NA,91.325,-999
2018-02-10,8.207,NA,-6.552,NA,90.454,-999
2018-02-11,0.76,NA,-24.386,NA,94.078,-999
2018-02-12,2.234,NA,-5.775,NA,91.828,-999
2018-02-13,2.18,NA,-7.457,NA,89.81,-999
2018-02-14,6.765,NA,-6.881,NA,86.145,-999
2018-02-15,2.784,NA,4.835,NA,84.654,-999
2018-02-16,4.065,NA,-18.433,NA,91.141,-999
2018-02-17,4.838,NA,-10.389,NA,92.7,-999
2018-02-18,8.728,NA,3.3,NA,95.446,-999
2018-02-19,8.169,NA,-6.531,NA,93.396,-999
2018-02-20,3.971,NA,-1.623,NA,89.328,-999
2018-02-21,2.513,NA,6.897,NA,90.954,-999
2018-02-22,5.119,NA,-10.636,NA,86.759,-999
2018-02-23,4.906,NA,9.24,NA,81.832,-999
2018-02-24,4.051,NA,1.53,NA,80.198,-999
2018-02-25,3.307,NA,20.287,NA,82.172,-999
2018-02-26,1.679,NA,-7.616,NA,75.647,-999
2018-02-27,-0.558,NA,9.343,NA,80.39,-999
2018-02-28,-3.16,NA,4.698,NA,86.8,-999
2018-03-01,-3.933,NA,0.724,NA,84.224,-999
2018-03-02,-1.035,NA,-30.35,NA,96.15,-999
2018-03-03,0.167,NA,-13.092,NA,95.292,-999
2018-03-04,1.829,NA,5.521,NA,95.2,-999
2018-03-05,2.437,NA,12.713,NA,96.696,-999
2018-03-06,3.858,NA,25.972,NA,90.573,-999
2018-03-07,2.915,NA,21.272,NA,88.569,-999
2018-03-08,3.533,NA,47.177,NA,88.591,-999
2018-03-09,2.208,NA,3.347,NA,94.042,-999
2018-03-10,8.372,NA,23.567,NA,91.846,-999
2018-03-11,8.803,NA,28.669,NA,89.53,-999
2018-03-12,6.22,NA,7.327,NA,93.625,-999
2018-03-13,5.216,NA,21.405,NA,90.497,-999
2018-03-14,9.154,NA,-7.473,NA,93.629,-999
2018-03-15,8.272,NA,28.064,NA,92.829,-999
2018-03-16,6.578,NA,8.373,NA,91.821,-999
2018-03-17,3.192,NA,-15.687,NA,88.015,-999
2018-03-18,-1.149,NA,-2.94,NA,90.442,-999
2018-03-19,1.295,NA,28.28,NA,78.568,-999
2018-03-20,1.66,NA,54.159,NA,79.734,-999
2018-03-21,4.69,NA,36.783,NA,80.584,-999
2018-03-22,7.752,NA,2.753,NA,89.475,-999
2018-03-23,6.173,NA,18.8,NA,86.249,-999
2018-03-24,5.965,NA,58.862,NA,82.205,-999
2018-03-25,4.206,NA,40.724,NA,84.2,-999
2018-03-26,6.214,NA,12.025,NA,93.237,-999
2018-03-27,7.412,NA,64.673,NA,85.169,-999
2018-03-28,4.211,NA,43.751,NA,86.858,7.315
2018-03-29,4.568,NA,64.976,NA,83.317,7.406
2018-03-30,3.73,NA,20.175,NA,89.85,7.448
2018-03-31,4.306,NA,41.068,NA,84.041,7.483
2018-04-01,1.778,NA,3.475,NA,92.408,7.477
2018-04-02,5.405,NA,20.609,NA,94.579,7.425
2018-04-03,8.269,NA,32.06,NA,88.384,7.394
2018-04-04,5.216,NA,72.742,NA,80.31,7.461
2018-04-05,4.419,NA,19.063,NA,86.904,7.558
2018-04-06,9.469,NA,150.225,NA,89.243,7.586
2018-04-07,8.833,NA,21.606,NA,90.405,7.749
2018-04-08,8.732,NA,44.34,NA,91.131,7.981
2018-04-09,8.586,NA,53.649,NA,90.044,8.2
2018-04-10,7.955,NA,1.245,NA,93.642,8.351
2018-04-11,8.103,NA,24.375,NA,92.55,8.476
2018-04-12,9.229,NA,34.834,NA,88.592,8.543
2018-04-13,10.063,NA,85.04,NA,84.819,8.646
2018-04-14,9.939,NA,23.545,NA,89.571,8.828
2018-04-15,10.335,NA,43.447,NA,91.225,8.97
2018-04-16,8.999,NA,4.58,NA,90.592,9.095
2018-04-17,11.88,NA,69.503,NA,87.219,9.251
2018-04-18,11.859,NA,44.283,NA,91.617,9.358
2018-04-19,13.017,NA,92.948,NA,80.62,9.505
2018-04-20,10.523,NA,102.553,NA,79.81,9.688
2018-04-21,10.304,NA,115.462,NA,74.024,9.793
2018-04-22,9.917,NA,123.657,NA,85.345,9.889
2018-04-23,10.027,NA,46.85,NA,86.216,9.982
2018-04-24,9.046,NA,20.58,NA,89.308,10.069
2018-04-25,7.789,NA,162.903,NA,84.403,10.103
2018-04-26,7.517,NA,66.535,NA,82.099,10.107
2018-04-27,7.111,NA,25.972,NA,87.637,10.095
2018-04-28,6.598,NA,69.657,NA,86.333,10.055
2018-04-29,6.631,NA,79.952,NA,82.338,9.994
2018-04-30,6.736,NA,84.415,NA,78.525,9.934
2018-05-01,8.467,NA,19.91,NA,91.392,9.899
2018-05-02,8.096,NA,101.02,NA,82.957,9.85
2018-05-03,9.656,NA,18.634,NA,89.925,9.86
2018-05-04,13.063,NA,111.43,NA,88.249,9.903
2018-05-05,13.941,NA,153.139,NA,82.245,10.036
2018-05-06,13.44,NA,152.248,NA,84.431,10.244
2018-05-07,13.15,NA,99.716,NA,86.117,10.429
2018-05-08,11.535,NA,123.061,NA,81.972,10.664
2018-05-09,8.981,NA,41.301,NA,84.073,10.974
2018-05-10,8.91,NA,98.713,NA,77.299,10.968
2018-05-11,8.739,NA,62.926,NA,82.536,10.938
2018-05-12,8.222,NA,86.521,NA,80.488,10.923
2018-05-13,9.326,NA,114.729,NA,81.095,10.86
2018-05-14,13.285,NA,69.702,NA,85.661,10.8
2018-05-15,11.731,NA,22.737,NA,89.688,10.797
2018-05-16,9.943,NA,136.567,NA,73.485,10.931
2018-05-17,10.335,NA,87.671,NA,77.858,10.969
2018-05-18,13.192,NA,125.291,NA,75.209,11
2018-05-19,12.795,NA,122.174,NA,77.836,11.085
2018-05-20,12.727,NA,22.082,NA,90.829,11.171
2018-05-21,10.945,NA,19.71,NA,91.408,11.211
2018-05-22,11.101,NA,152.023,NA,77.435,11.294
2018-05-23,14.265,NA,152.699,NA,76.1,11.361
2018-05-24,13.354,NA,102.111,NA,79.996,11.372
2018-05-25,16.811,NA,152.222,NA,76.575,11.433
2018-05-26,15.398,NA,81.956,NA,83.84,11.628
2018-05-27,14.631,NA,33.982,NA,88.625,11.791
2018-05-28,18.108,NA,115.103,NA,80.269,11.986
2018-05-29,18.544,NA,141.946,NA,78.609,12.089
2018-05-30,17.11,NA,153.116,NA,80.695,12.274
2018-05-31,17.906,NA,129.799,NA,80.209,12.408
2018-06-01,17.479,NA,78.839,NA,84.659,12.731
2018-06-02,15.985,NA,87.796,NA,84.972,13.127
2018-06-03,15.602,NA,80.38,NA,81.618,13.19
2018-06-04,16.482,NA,133.433,NA,81.452,13.24
2018-06-05,17.418,NA,107.756,NA,82.193,13.361
2018-06-06,18.075,NA,143.353,NA,76.116,13.412
2018-06-07,18.462,NA,151.54,NA,74.543,13.542
2018-06-08,17.767,NA,140.184,NA,76.787,13.662
2018-06-09,16.812,NA,158.584,NA,79.75,13.768
2018-06-10,14.272,NA,49.796,NA,85.737,13.85
2018-06-11,14.821,NA,68.508,NA,81.516,13.96
2018-06-12,14.573,NA,88.409,NA,78.947,13.922
2018-06-13,12.745,NA,26.742,NA,87.15,13.889
2018-06-14,14.003,NA,132.57,NA,76.393,13.794
2018-06-15,11.76,NA,64.162,NA,82.358,13.794
2018-06-16,12.391,NA,77.398,NA,82.797,13.735
2018-06-17,13.875,NA,81.083,NA,85.091,13.664
2018-06-18,14.198,NA,72.243,NA,87.004,13.646
2018-06-19,15.919,NA,127.73,NA,85.242,13.667
2018-06-20,13.678,NA,103.341,NA,78.854,13.767
2018-06-21,12.263,NA,123.559,NA,70.882,13.827
2018-06-22,12.878,NA,165.815,NA,70.799,13.695
2018-06-23,15.296,NA,168.814,NA,69.776,13.599
2018-06-24,17.227,NA,172.042,NA,61.095,13.558
2018-06-25,17.724,NA,149.052,NA,63.832,13.546
2018-06-26,20.891,NA,171.623,NA,62.372,13.588
2018-06-27,21.78,NA,167.265,NA,60.479,13.739
2018-06-28,21.555,NA,169.624,NA,59.85,13.908
2018-06-29,22.422,NA,163.353,NA,60.974,14.385
2018-06-30,19.273,NA,121.34,NA,63.899,14.327
2018-07-01,18.167,NA,128.017,NA,77.115,14.357
2018-07-02,18.9,NA,159.51,NA,68.68,14.41
2018-07-03,19.998,NA,161.78,NA,57.533,14.497
2018-07-04,18.205,NA,141.173,NA,68.608,14.547
2018-07-05,17.733,NA,146.649,NA,74.25,14.627
2018-07-06,17.281,NA,86.332,NA,78.595,14.729
2018-07-07,18.72,NA,136.621,NA,72.91,14.746
2018-07-08,18.913,NA,109.48,NA,76.208,14.772
2018-07-09,19.113,NA,123.731,NA,73.33,15.016
2018-07-10,17.312,NA,160.677,NA,67.768,15.171
2018-07-11,17.9,NA,146.005,NA,72.623,15.037
2018-07-12,17.531,NA,130.373,NA,70.804,14.978
2018-07-13,16.732,NA,105.016,NA,73.847,15.015
2018-07-14,17.337,NA,126.481,NA,74.718,15.047
2018-07-15,17.016,NA,40.645,NA,85.75,15.058
2018-07-16,14.749,NA,101.364,NA,77.777,15.102
2018-07-17,15.23,NA,77.777,NA,77.971,15.1
2018-07-18,15.323,NA,109.282,NA,72.936,15.065
2018-07-19,14.923,NA,125.758,NA,69.738,15.031
2018-07-20,16.082,NA,55.237,NA,85.45,14.994
2018-07-21,16.68,NA,133.167,NA,76.627,14.961
2018-07-22,20.206,NA,110.635,NA,79.315,14.99
2018-07-23,18.375,NA,66.228,NA,81.323,15.076
2018-07-24,16.333,NA,101.22,NA,72.632,15.374
2018-07-25,17.412,NA,121.454,NA,71.41,15.673
2018-07-26,18.805,NA,62.077,NA,79.637,15.552
2018-07-27,14.815,NA,16.814,NA,85.414,15.543
2018-07-28,13.115,NA,158.577,NA,77.258,15.49
2018-07-29,14.177,NA,73.582,NA,79.65,15.418
2018-07-30,14.237,NA,132.055,NA,75.073,15.332
2018-07-31,14.455,NA,116.342,NA,79.235,15.242
2018-08-01,16.453,NA,32.753,NA,86.829,15.167
2018-08-02,19.435,NA,79.087,NA,84.006,15.098
2018-08-03,18.278,NA,101.815,NA,83.235,15.184
2018-08-04,16.268,NA,85.031,NA,80.313,15.287
2018-08-05,16.025,NA,91.878,NA,80.207,15.359
2018-08-06,15.943,NA,52.701,NA,85.978,15.393
2018-08-07,14.188,NA,74.143,NA,78.73,15.387
2018-08-08,13.488,NA,103.518,NA,76.273,15.338
2018-08-09,11.942,NA,95.21,NA,75.776,15.295
2018-08-10,13.679,NA,109.519,NA,72.052,15.25
2018-08-11,16.018,NA,46.542,NA,86.854,15.25
2018-08-12,16.849,NA,59.145,NA,79.417,15.25
2018-08-13,16.042,NA,65.65,NA,83.36,15.25
2018-08-14,16.99,NA,84.573,NA,83.824,15.25
2018-08-15,17.822,NA,100.003,NA,82.073,15.25
2018-08-16,13.132,NA,72.778,NA,83.78,15.25
2018-08-17,12.542,NA,-3.688,0,87.523,15.25
